cf_id,contact_id,company_name,goal,pledged,backers_count,country,currency,launch_date,end_date,category_id_x,category_id_y
3153,2653,Long-Greene,2400.0,12310.0,173,GB,GBP,2020-07-27,2021-08-21,cat1,subcat1
2391,2687,Robles-Hudson,8600.0,8656.0,87,US,USD,2021-08-28,2021-09-22,cat8,subcat15
84,3779,Mcclure LLC,196600.0,159931.0,1538,US,USD,2021-06-12,2021-12-02,cat4,
1987,1494,"Martin, Russell and Baker",4200.0,689.0,9,US,USD,2021-01-21,2021-12-30,cat6,subcat14
2790,4129,Rice-Parker,91400.0,48236.0,554,US,USD,2020-06-03,2021-05-15,cat4,
37,3035,Landry Inc,29600.0,77021.0,1572,GB,GBP,2021-06-19,2021-06-24,cat1,subcat1
2981,2069,Richards-Davis,90600.0,27844.0,648,GB,GBP,2020-06-17,2021-05-22,cat4,
1730,5469,"Davis, Cox and Fox",5200.0,702.0,21,GB,GBP,2021-03-28,2021-09-06,cat6,subcat19
3172,3903,Smith-Wallace,110300.0,197024.0,2346,US,USD,2021-02-13,2021-09-15,cat4,
32,4083,"Cordova, Shaw and Wang",5300.0,11663.0,115,US,USD,2021-01-13,2021-08-26,cat4,
2322,4003,Clark Inc,9200.0,9339.0,85,IT,EUR,2021-06-07,2021-09-06,cat3,subcat8
1095,3565,Young and Sons,2400.0,4596.0,144,US,USD,2020-11-28,2021-02-28,cat9,subcat24
1067,1640,Henson PLC,56800.0,173437.0,2443,US,USD,2021-07-24,2021-08-08,cat1,subcat1
2676,4769,Garcia Group,191000.0,45831.0,595,US,USD,2020-11-07,2021-03-15,cat5,subcat13
549,3398,"Adams, Walker and Wong",900.0,6514.0,64,US,USD,2020-03-24,2021-02-25,cat8,subcat15
302,1865,Hopkins-Browning,2500.0,13684.0,268,US,USD,2020-05-30,2021-06-13,cat3,subcat8
2758,5690,"Bell, Edwards and Andersen",3200.0,13264.0,195,DK,DKK,2020-10-30,2021-11-15,cat4,
2450,3814,Morales Group,183800.0,1667.0,54,US,USD,2021-05-21,2022-01-07,cat5,subcat10
2310,2942,Lucero Group,9800.0,3349.0,120,US,USD,2020-07-14,2021-03-26,cat3,subcat8
2185,5095,"Smith, Brown and Davis",193400.0,46317.0,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat3
2185,5095,"Smith, Brown and Davis",193400.0,46317.0,579,DK,DKK,2021-12-27,2022-01-14,cat3,subcat12
1929,2878,Hunt Group,163800.0,78743.0,2072,US,USD,2021-01-08,2021-04-13,cat5,subcat4
1823,3697,Valdez Ltd,100.0,0.0,0,US,USD,2020-06-17,2021-06-26,cat4,
699,4744,Mccann-Le,153600.0,107743.0,1796,US,USD,2021-02-01,2021-07-20,cat5,subcat4
1926,2104,Johnson Inc,1300.0,6889.0,186,AU,AUD,2020-06-01,2021-03-30,cat7,subcat11
2208,4883,Collins LLC,25500.0,45983.0,460,US,USD,2021-04-14,2021-12-07,cat5,subcat6
3136,4807,Smith-Miller,7500.0,6924.0,62,IT,EUR,2021-04-08,2021-05-19,cat2,subcat2
1623,1372,Jensen-Vargas,89900.0,12497.0,347,US,USD,2020-08-27,2021-04-06,cat6,subcat16
277,3666,"Robles, Bell and Gonzalez",18000.0,166874.0,2528,US,USD,2021-08-10,2021-08-16,cat4,
1522,2066,"Turner, Miller and Francis",2100.0,837.0,19,US,USD,2020-12-26,2021-07-03,cat3,subcat3
1522,2066,"Turner, Miller and Francis",2100.0,837.0,19,US,USD,2020-12-26,2021-07-03,cat3,subcat12
2582,1834,Roberts Group,172700.0,193820.0,3657,US,USD,2021-01-06,2022-01-04,cat4,
595,5853,White LLC,168500.0,119510.0,1258,US,USD,2021-01-01,2022-01-22,cat4,
1060,2219,"Best, Miller and Thomas",7800.0,9289.0,131,AU,AUD,2021-06-06,2021-07-21,cat5,subcat6
2551,4148,Smith-Mullins,147800.0,35498.0,362,US,USD,2020-12-22,2021-12-21,cat4,
975,4477,Williams-Walsh,9100.0,12678.0,239,US,USD,2020-06-26,2021-02-13,cat7,subcat11
300,1786,"Harrison, Blackwell and Mendez",8300.0,3260.0,35,US,USD,2021-07-10,2021-11-02,cat5,subcat20
1883,3455,"Sanchez, Bradley and Flores",138700.0,31123.0,528,CH,CHF,2021-01-30,2021-10-19,cat2,subcat2
2973,5707,Cox LLC,8600.0,4797.0,133,CA,CAD,2020-10-27,2021-06-27,cat4,
1831,5470,Morales-Odonnell,125400.0,53324.0,846,US,USD,2020-09-03,2021-02-15,cat6,subcat9
3019,3274,Ramirez LLC,5900.0,6608.0,78,US,USD,2021-04-05,2021-06-12,cat1,subcat1
1598,4613,Ramirez Group,8800.0,622.0,10,US,USD,2020-12-12,2021-06-28,cat5,subcat10
1898,4465,Marsh-Coleman,177700.0,180802.0,1773,US,USD,2020-09-25,2021-03-23,cat2,subcat2
944,1652,"Frederick, Jenkins and Collins",800.0,3406.0,32,US,USD,2020-08-13,2021-05-22,cat4,
2775,2100,Wilson Ltd,7600.0,11061.0,369,US,USD,2021-04-01,2021-11-07,cat5,subcat6
2021,4321,"Cline, Peterson and Lowery",50500.0,16389.0,191,US,USD,2021-03-12,2021-10-24,cat5,subcat13
1473,4168,"Underwood, James and Jones",900.0,6303.0,89,US,USD,2020-08-02,2021-03-16,cat5,subcat13
353,3733,Johnson-Contreras,96700.0,81136.0,1979,US,USD,2020-06-15,2021-05-29,cat4,
400,2594,"Greene, Lloyd and Sims",2100.0,1768.0,63,US,USD,2021-05-01,2021-09-02,cat3,subcat8
930,3909,Smith-Sparks,8300.0,12944.0,147,US,USD,2021-09-20,2021-09-27,cat4,
1281,5179,Rosario-Smith,189200.0,188480.0,6080,CA,CAD,2021-05-16,2021-07-22,cat5,subcat10
726,2228,"Avila, Ford and Welch",9000.0,7227.0,80,GB,GBP,2020-05-24,2021-05-26,cat2,subcat7
2177,6222,Gallegos Inc,5100.0,574.0,9,US,USD,2020-04-29,2021-04-04,cat7,subcat11
1652,2354,"Morrow, Santiago and Soto",105000.0,96328.0,1784,US,USD,2021-05-05,2021-05-26,cat6,subcat14
65,1725,Berry-Richardson,186700.0,178338.0,3640,CH,CHF,2020-05-28,2021-05-29,cat7,subcat11
911,2960,Cordova-Torres,1600.0,8046.0,126,CA,CAD,2021-01-25,2021-02-05,cat4,
2082,2077,"Holt, Bernard and Johnson",115600.0,184086.0,2218,GB,GBP,2021-01-04,2021-04-11,cat2,subcat7
458,5662,"Clark, Mccormick and Mendoza",89100.0,13385.0,243,US,USD,2021-05-23,2021-06-25,cat5,subcat6
1085,3481,Garrison LLC,2600.0,12533.0,202,IT,EUR,2021-01-28,2022-01-02,cat4,
1451,2565,Shannon-Olson,9800.0,14697.0,140,IT,EUR,2020-10-14,2021-05-30,cat6,subcat14
1068,4436,Murillo-Mcfarland,84400.0,98935.0,1052,DK,DKK,2020-10-10,2021-04-18,cat5,subcat4
241,5072,"Young, Gilbert and Escobar",151300.0,57034.0,1296,US,USD,2020-10-11,2021-06-07,cat7,subcat21
2654,5200,"Thomas, Welch and Santana",9800.0,7120.0,77,US,USD,2021-01-13,2021-05-05,cat1,subcat1
159,4502,Brown-Pena,5300.0,14097.0,247,US,USD,2020-03-08,2021-02-26,cat8,subcat15
1010,4945,"Holder, Caldwell and Vance",178000.0,43086.0,395,IT,EUR,2020-09-17,2021-05-25,cat7,subcat21
1807,3012,Harrison-Bridges,77000.0,1930.0,49,GB,GBP,2021-03-04,2021-09-21,cat2,subcat7
1135,6094,"Johnson, Murphy and Peterson",84900.0,13864.0,180,US,USD,2021-01-28,2021-08-11,cat7,subcat11
1859,3815,Taylor Inc,2800.0,7742.0,84,US,USD,2020-08-02,2021-05-24,cat2,subcat2
1265,4838,Deleon and Sons,184800.0,164109.0,2690,US,USD,2021-01-11,2021-12-28,cat4,
2648,3469,"Benjamin, Paul and Ferguson",4200.0,6870.0,88,US,USD,2020-12-17,2021-08-09,cat4,
141,4874,Hardin-Dixon,1300.0,12597.0,156,US,USD,2021-06-20,2022-01-31,cat5,subcat6
1944,1792,York-Pitts,66100.0,179074.0,2985,US,USD,2021-10-19,2022-02-23,cat4,
3187,4356,Jarvis and Sons,29500.0,83843.0,762,US,USD,2021-05-21,2021-07-20,cat3,subcat8
1436,6196,Morrison-Henderson,100.0,4.0,1,CH,CHF,2021-06-18,2021-11-12,cat2,subcat7
1384,3578,Martin-James,180100.0,105598.0,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat3
1384,3578,Martin-James,180100.0,105598.0,2779,AU,AUD,2021-01-11,2021-03-30,cat3,subcat12
2446,4491,"Mercer, Solomon and Singleton",9000.0,8866.0,92,US,USD,2020-12-04,2021-05-27,cat4,
2215,3054,"Dougherty, Austin and Mills",170600.0,75022.0,1028,US,USD,2020-12-11,2021-05-26,cat2,subcat2
2704,1968,Ritter PLC,9500.0,14408.0,554,CA,CAD,2020-12-25,2021-07-12,cat2,subcat7
2470,5869,Anderson Group,6300.0,14089.0,135,DK,DKK,2020-05-09,2021-05-01,cat2,subcat2
1056,5858,Smith and Sons,5200.0,12467.0,122,US,USD,2020-04-01,2021-03-01,cat6,subcat19
1278,5203,Lam-Hamilton,6000.0,11960.0,221,US,USD,2021-06-14,2021-08-18,cat5,subcat23
2987,2577,Ho Ltd,5800.0,7966.0,126,US,USD,2020-08-03,2021-03-30,cat4,
417,3216,"Brown, Estrada and Jensen",105300.0,106321.0,1022,US,USD,2020-09-19,2021-05-22,cat4,
670,2037,Hunt LLC,20000.0,158832.0,3177,US,USD,2021-06-21,2022-02-07,cat5,subcat10
1427,3867,Fowler-Smith,3000.0,11091.0,198,CH,CHF,2021-03-03,2021-11-19,cat4,
2918,5109,Blair Inc,9900.0,1269.0,26,CH,CHF,2021-02-05,2021-11-04,cat2,subcat2
306,1376,"Kelley, Stanton and Sanchez",3700.0,5107.0,85,AU,AUD,2021-03-29,2021-09-29,cat5,subcat4
1714,5260,Hernandez-Macdonald,168700.0,141393.0,1790,US,USD,2020-04-27,2021-05-18,cat4,
1354,2350,Joseph LLC,94900.0,194166.0,3596,US,USD,2021-01-20,2021-05-11,cat4,
810,2269,Webb-Smith,9300.0,4124.0,37,US,USD,2021-09-04,2021-11-29,cat2,subcat5
304,3650,Johns PLC,6800.0,14865.0,244,US,USD,2020-11-01,2021-06-12,cat2,subcat2
752,3934,Hardin-Foley,72400.0,134688.0,5180,US,USD,2020-06-21,2021-05-21,cat4,
2254,4048,"Fischer, Fowler and Arnold",20100.0,47705.0,589,IT,EUR,2021-06-08,2022-01-21,cat5,subcat10
1654,4266,Martinez-Juarez,31200.0,95364.0,2725,US,USD,2021-06-07,2021-10-31,cat2,subcat2
2729,3863,Wilson and Sons,3500.0,3295.0,35,IT,EUR,2021-05-16,2021-10-11,cat5,subcat13
913,4922,Clements Group,9000.0,4896.0,94,US,USD,2021-02-10,2021-04-08,cat2,subcat2
1388,4517,Valenzuela-Cook,6700.0,7496.0,300,US,USD,2021-01-04,2021-10-04,cat9,subcat24
76,3259,"Parker, Haley and Foster",2700.0,9967.0,144,US,USD,2020-06-25,2021-05-27,cat1,subcat1
1172,3123,Fuentes LLC,83300.0,52421.0,558,US,USD,2021-04-09,2021-11-29,cat4,
2579,3870,Moran and Sons,9700.0,6298.0,64,US,USD,2021-05-10,2021-06-30,cat4,
2371,2996,Stevens Inc,8200.0,1546.0,37,US,USD,2021-10-08,2021-11-27,cat2,subcat18
359,2993,Martinez-Johnson,96500.0,16168.0,245,US,USD,2021-04-29,2021-12-14,cat5,subcat23
1423,4556,Franklin Inc,6200.0,6269.0,87,US,USD,2020-05-01,2021-04-13,cat2,subcat18
2239,2326,Perez PLC,43800.0,149578.0,3116,US,USD,2020-06-28,2021-06-05,cat4,
1835,4109,"Sanchez, Cross and Savage",6000.0,3841.0,71,US,USD,2021-02-15,2021-05-05,cat3,subcat3
1835,4109,"Sanchez, Cross and Savage",6000.0,3841.0,71,US,USD,2021-02-15,2021-05-05,cat3,subcat12
2097,5739,Pineda Ltd,8700.0,4531.0,42,US,USD,2020-08-11,2021-10-08,cat7,subcat11
1165,5887,Powell and Sons,18900.0,60934.0,909,US,USD,2020-10-17,2021-07-31,cat5,subcat4
1368,1651,Nunez-Richards,86400.0,103255.0,1613,US,USD,2020-10-12,2021-10-21,cat3,subcat3
1368,1651,Nunez-Richards,86400.0,103255.0,1613,US,USD,2020-10-12,2021-10-21,cat3,subcat12
2331,1628,Pugh LLC,8900.0,13065.0,136,US,USD,2020-08-15,2021-07-04,cat6,subcat19
3145,2642,Rowe-Wong,700.0,6654.0,130,US,USD,2021-07-16,2021-12-17,cat2,subcat2
2313,6020,Williams-Santos,9400.0,6852.0,156,CA,CAD,2021-01-15,2021-04-08,cat1,subcat1
251,4747,Weber Inc,157600.0,124517.0,1368,GB,GBP,2021-01-13,2021-11-02,cat4,
1956,5534,"Avery, Brown and Parker",7900.0,5113.0,102,US,USD,2020-08-11,2021-06-25,cat5,subcat4
1575,4790,Cox Group,7100.0,5824.0,86,AU,AUD,2021-01-20,2021-04-29,cat6,subcat16
1917,4632,Jensen LLC,600.0,6226.0,102,US,USD,2020-10-27,2021-09-11,cat7,subcat11
2447,1952,Brown Inc,156800.0,20243.0,253,US,USD,2021-09-19,2021-12-04,cat4,
1813,4388,Hale-Hayes,121600.0,188288.0,4006,US,USD,2021-01-05,2021-11-27,cat5,subcat10
367,5529,Mcbride PLC,157300.0,11167.0,157,US,USD,2020-10-18,2021-02-25,cat4,
1803,1316,Harris-Jennings,70300.0,146595.0,1629,US,USD,2021-05-01,2021-09-16,cat4,
284,1670,Becker-Scott,7900.0,7875.0,183,US,USD,2021-12-23,2021-12-26,cat5,subcat6
2603,4909,"Todd, Freeman and Henry",73800.0,148779.0,2188,US,USD,2020-10-17,2021-06-01,cat4,
653,3401,"Martinez, Garza and Young",108500.0,175868.0,2409,IT,EUR,2021-01-06,2021-10-27,cat2,subcat2
1131,4619,Smith-Ramos,140300.0,5112.0,82,DK,DKK,2020-09-20,2021-06-27,cat5,subcat4
349,4722,Brown-George,100.0,5.0,1,GB,GBP,2021-04-20,2021-06-30,cat1,subcat1
2509,2188,Waters and Sons,6300.0,13018.0,194,US,USD,2021-08-12,2022-01-16,cat3,subcat8
3139,5497,Brown Ltd,71100.0,91176.0,1140,US,USD,2020-11-08,2021-05-21,cat4,
480,5711,"Christian, Yates and Greer",5300.0,6342.0,102,US,USD,2021-02-16,2021-11-04,cat4,
1205,4076,"Cole, Hernandez and Rodriguez",88700.0,151438.0,2857,US,USD,2021-03-27,2021-10-01,cat4,
291,1847,"Ortiz, Valenzuela and Collins",3300.0,6178.0,107,US,USD,2021-01-04,2021-07-28,cat6,subcat9
1758,2816,Valencia PLC,3400.0,6405.0,160,GB,GBP,2021-05-13,2021-08-21,cat2,subcat2
766,5019,"Gordon, Mendez and Johnson",137600.0,180667.0,2230,US,USD,2020-08-29,2021-08-05,cat1,subcat1
569,4869,Johnson Group,3900.0,11075.0,316,US,USD,2021-02-28,2021-05-08,cat2,subcat18
50,3613,Rose-Fuller,10000.0,12042.0,117,US,USD,2021-09-28,2021-10-04,cat5,subcat23
1875,3069,"Hughes, Mendez and Patterson",42800.0,179356.0,6406,US,USD,2021-09-30,2022-02-01,cat4,
3040,2601,"Brady, Cortez and Rodriguez",8200.0,1136.0,15,US,USD,2021-03-05,2021-07-02,cat4,
179,2133,"Wang, Nguyen and Horton",6200.0,8645.0,192,US,USD,2021-09-10,2021-11-05,cat2,subcat5
114,3164,"Santos, Williams and Brown",1100.0,1914.0,26,CA,CAD,2020-08-21,2021-08-03,cat4,
260,3897,Barnett and Sons,26500.0,41205.0,723,US,USD,2021-04-06,2021-12-17,cat4,
1810,5663,Petersen-Rodriguez,8500.0,14488.0,170,IT,EUR,2021-06-28,2021-11-20,cat4,
68,3879,Burnett-Mora,6400.0,12129.0,238,GB,GBP,2020-09-06,2021-08-01,cat2,subcat7
1148,5900,King LLC,1400.0,3496.0,55,US,USD,2021-01-18,2021-12-31,cat4,
2489,2272,Miller Ltd,198600.0,97037.0,1198,US,USD,2020-11-10,2021-10-30,cat6,subcat9
1586,5436,Case LLC,195900.0,55757.0,648,US,USD,2020-02-28,2021-03-01,cat4,
2339,3676,"Swanson, Wilson and Baker",4300.0,11525.0,128,AU,AUD,2021-02-25,2021-05-07,cat8,subcat15
1687,4676,"Dean, Fox and Phillips",25600.0,158669.0,2144,US,USD,2021-12-03,2021-12-31,cat4,
1260,1563,Smith-Smith,189000.0,5916.0,64,US,USD,2021-03-10,2021-05-26,cat2,subcat7
2240,4349,"Smith, Scott and Rodriguez",94300.0,150806.0,2693,GB,GBP,2020-04-24,2021-02-24,cat4,
1762,1658,"White, Robertson and Roberts",5100.0,14249.0,432,US,USD,2020-05-09,2021-05-22,cat8,subcat15
331,2552,Martinez Inc,7500.0,5803.0,62,US,USD,2020-07-05,2021-06-08,cat4,
1330,4847,"Tucker, Mccoy and Marquez",6400.0,13205.0,189,US,USD,2020-11-03,2021-06-03,cat4,
427,1553,"Martin, Lee and Armstrong",1600.0,11108.0,154,GB,GBP,2020-11-18,2021-08-05,cat1,subcat1
2929,2632,"Dunn, Moreno and Green",1900.0,2884.0,96,US,USD,2021-02-23,2021-02-28,cat2,subcat7
2940,1908,"Jackson, Martinez and Ray",85900.0,55476.0,750,US,USD,2021-04-05,2022-01-19,cat4,
2047,5801,Patterson-Johnson,9500.0,5973.0,87,US,USD,2021-08-30,2021-12-01,cat4,
536,1935,Carlson-Hernandez,59200.0,183756.0,3063,US,USD,2021-08-21,2022-01-26,cat4,
238,2609,Parker PLC,72100.0,30902.0,278,US,USD,2021-01-05,2021-07-21,cat4,
30,2740,Yu and Sons,6700.0,5569.0,105,US,USD,2021-09-28,2021-12-17,cat5,subcat10
1151,1907,"Taylor, Johnson and Hernandez",118200.0,92824.0,1658,US,USD,2021-08-29,2021-09-24,cat5,subcat20
1484,1831,Mack Ltd,139000.0,158590.0,2266,US,USD,2021-01-14,2021-02-16,cat5,subcat20
1941,5177,Lamb-Sanders,197700.0,127591.0,2604,DK,DKK,2021-04-30,2021-12-26,cat5,subcat10
546,6179,Williams-Ramirez,8500.0,6750.0,65,US,USD,2021-01-14,2021-11-04,cat4,
221,2917,Weaver Ltd,81600.0,9318.0,94,US,USD,2020-04-12,2021-01-14,cat4,
2882,1486,Barnes-Williams,8600.0,4832.0,45,US,USD,2021-03-02,2021-12-02,cat5,subcat6
2938,3735,"Richardson, Woodward and Hansen",119800.0,19769.0,257,US,USD,2020-11-08,2021-07-24,cat4,
785,3838,"Hunt, Barker and Baker",9400.0,11277.0,194,CH,CHF,2021-05-08,2021-09-15,cat4,
2785,2430,"Ramos, Moreno and Lewis",9200.0,13382.0,129,CA,CAD,2021-02-13,2021-10-21,cat3,subcat8
876,2480,Harris Inc,14900.0,32986.0,375,US,USD,2020-06-05,2021-04-22,cat4,
932,3431,Peters-Nelson,169400.0,81984.0,2928,CA,CAD,2021-03-15,2021-10-01,cat4,
507,1742,"Ferguson, Murphy and Bright",192100.0,178483.0,4697,US,USD,2021-04-25,2021-10-10,cat2,subcat2
1672,4628,Robinson Group,98700.0,87448.0,2915,US,USD,2021-01-25,2021-11-24,cat7,subcat11
917,2385,Jordan-Wolfe,4500.0,1863.0,18,US,USD,2021-04-10,2021-04-25,cat6,subcat19
2931,2213,Vargas-Cox,98600.0,62174.0,723,US,USD,2021-05-06,2021-06-22,cat1,subcat1
2415,5188,Yang and Sons,121700.0,59003.0,602,CH,CHF,2021-04-29,2021-11-21,cat4,
1805,3418,"Wilson, Wilson and Mathis",100.0,2.0,1,US,USD,2021-06-11,2021-10-26,cat2,subcat18
495,5637,"Wang, Koch and Weaver",196700.0,174039.0,3868,IT,EUR,2021-08-01,2021-12-27,cat5,subcat13
2988,3530,Cisneros Ltd,10000.0,12684.0,409,US,USD,2020-10-17,2021-08-24,cat3,subcat3
2988,3530,Cisneros Ltd,10000.0,12684.0,409,US,USD,2020-10-17,2021-08-24,cat3,subcat12
3169,3731,Williams-Jones,600.0,14033.0,234,US,USD,2020-05-06,2021-05-31,cat3,subcat3
3169,3731,Williams-Jones,600.0,14033.0,234,US,USD,2020-05-06,2021-05-31,cat3,subcat12
467,3219,"Roberts, Hinton and Williams",35000.0,177936.0,3016,US,USD,2020-07-04,2021-03-31,cat2,subcat17
1551,2392,"Gonzalez, Williams and Benson",6900.0,13212.0,264,US,USD,2020-07-30,2021-07-03,cat8,subcat15
2467,5103,"Hobbs, Brown and Lee",118400.0,49879.0,504,AU,AUD,2021-02-07,2021-06-11,cat1,subcat1
1193,3992,"Russo, Kim and Mccoy",10000.0,824.0,14,US,USD,2020-11-17,2021-09-22,cat5,subcat23
1016,2442,"Howell, Myers and Olson",52600.0,31594.0,390,US,USD,2021-04-24,2021-08-05,cat2,subcat2
313,2913,Bailey and Sons,120700.0,57010.0,750,GB,GBP,2021-06-19,2022-01-03,cat5,subcat4
117,1631,Jensen-Brown,9100.0,7438.0,77,US,USD,2021-04-01,2021-04-11,cat4,
2747,4073,Smith Group,106800.0,57872.0,752,DK,DKK,2021-08-27,2021-12-19,cat2,subcat18
1244,4568,Murphy-Farrell,9100.0,8906.0,131,US,USD,2021-01-23,2021-04-17,cat4,
564,1830,Everett-Wolfe,10000.0,7724.0,87,US,USD,2020-12-09,2021-06-14,cat4,
3129,2623,Young PLC,79400.0,26571.0,1063,US,USD,2020-05-20,2021-02-06,cat2,subcat18
800,4327,Park-Goodman,5100.0,12219.0,272,US,USD,2020-10-29,2021-03-25,cat5,subcat4
1255,3713,"York, Barr and Grant",3100.0,1985.0,25,US,USD,2020-12-21,2021-02-24,cat4,
2448,2389,Little Ltd,6900.0,12155.0,419,US,USD,2021-01-25,2021-04-18,cat9,subcat24
578,5141,Brown and Sons,27500.0,5593.0,76,US,USD,2021-06-08,2022-01-03,cat4,
418,3522,"Payne, Garrett and Thomas",48800.0,175020.0,1621,IT,EUR,2020-12-21,2021-12-15,cat4,
255,1334,Robinson Group,16200.0,75955.0,1101,US,USD,2020-07-03,2021-05-18,cat2,subcat7
1918,4721,Robinson-Kelly,97600.0,119127.0,1073,US,USD,2020-08-29,2021-06-14,cat4,
2837,3768,Kelly-Colon,197900.0,110689.0,4428,AU,AUD,2021-09-18,2021-11-30,cat4,
842,1639,"Turner, Scott and Gentry",5600.0,2445.0,58,IT,EUR,2021-03-31,2021-12-04,cat2,subcat7
503,5149,Sanchez Ltd,170700.0,57250.0,1218,US,USD,2021-05-14,2021-08-08,cat8,subcat15
602,2153,Giles-Smith,9700.0,11929.0,331,US,USD,2022-02-01,2022-02-16,cat9,subcat24
1317,2767,Thompson-Moreno,62300.0,118214.0,1170,US,USD,2021-03-10,2022-01-12,cat8,subcat15
2071,5124,Murphy-Fox,5300.0,4432.0,111,US,USD,2021-06-08,2021-12-27,cat6,subcat14
2773,2097,Rodriguez-Patterson,99500.0,17879.0,215,US,USD,2021-02-27,2021-11-23,cat5,subcat6
1814,4796,Davis Ltd,1400.0,14511.0,363,US,USD,2020-10-11,2021-04-05,cat1,subcat1
2600,5849,Nelson-Valdez,145600.0,141822.0,2955,US,USD,2020-02-14,2021-04-06,cat7,subcat21
426,1495,Kelly PLC,184100.0,159037.0,1657,US,USD,2021-03-11,2021-07-05,cat4,
2206,2462,Nguyen and Sons,5400.0,8109.0,103,US,USD,2020-09-13,2021-02-12,cat4,
2032,2280,Jones PLC,2300.0,8244.0,147,US,USD,2021-01-30,2021-04-09,cat4,
397,1877,Gilmore LLC,1400.0,7600.0,110,CA,CAD,2020-12-09,2021-07-17,cat6,subcat9
865,6108,Lee-Cobb,140000.0,94501.0,926,CA,CAD,2021-04-14,2022-01-07,cat4,
3027,4427,"Jones, Wiley and Robbins",7500.0,14381.0,134,US,USD,2020-11-01,2021-10-22,cat3,subcat8
31,2881,"Martin, Gates and Holt",1500.0,13980.0,269,US,USD,2021-01-11,2021-04-21,cat4,
1234,2339,"Bowen, Davies and Burns",2900.0,12449.0,175,US,USD,2021-01-18,2021-08-14,cat5,subcat20
497,5156,Nguyen Inc,7300.0,7348.0,69,US,USD,2020-09-11,2021-06-19,cat3,subcat3
497,5156,Nguyen Inc,7300.0,7348.0,69,US,USD,2020-09-11,2021-06-19,cat3,subcat12
2084,4750,Walsh-Watts,3600.0,8158.0,190,US,USD,2021-10-05,2021-11-24,cat5,subcat4
337,4852,"Ray, Li and Li",5000.0,7119.0,237,US,USD,2021-02-04,2021-08-14,cat5,subcat4
3182,5734,Murray Ltd,6000.0,5438.0,77,GB,GBP,2020-11-19,2021-10-20,cat2,subcat2
1494,3801,Bradford-Silva,180400.0,115396.0,1748,US,USD,2020-10-09,2021-06-26,cat4,
2570,4474,Mora-Bradley,9100.0,7656.0,79,US,USD,2021-01-09,2021-08-01,cat4,
2205,1992,"Cardenas, Thompson and Carey",9200.0,12322.0,196,IT,EUR,2021-04-10,2021-04-20,cat2,subcat2
314,5796,"Lopez, Reid and Johnson",164100.0,96888.0,889,US,USD,2021-03-22,2021-09-20,cat4,
1659,1373,Fox-Williams,128900.0,196960.0,7295,US,USD,2021-12-15,2022-01-13,cat2,subcat5
1656,1879,"Taylor, Wood and Taylor",42100.0,188057.0,2893,CA,CAD,2020-07-15,2021-03-11,cat3,subcat8
514,3072,King Inc,7400.0,6245.0,56,US,USD,2020-12-23,2021-09-26,cat5,subcat6
649,4561,"Cole, Petty and Cameron",100.0,3.0,1,US,USD,2020-08-12,2021-04-17,cat3,subcat8
1769,5201,Mcclain LLC,52000.0,91014.0,820,US,USD,2021-01-17,2021-09-09,cat4,
33,5871,Sims-Gross,8700.0,4710.0,83,US,USD,2021-03-05,2021-03-27,cat3,subcat8
195,3041,Perez Group,63400.0,197728.0,2038,US,USD,2021-05-01,2021-11-03,cat6,subcat19
742,5864,Haynes-Williams,8700.0,10682.0,116,US,USD,2020-09-05,2021-04-25,cat5,subcat10
2093,3999,Ford LLC,169700.0,168048.0,2025,GB,GBP,2021-08-01,2021-10-05,cat6,subcat9
1338,4849,Moreno Ltd,108400.0,138586.0,1345,AU,AUD,2021-04-14,2021-05-30,cat3,subcat3
1338,4849,Moreno Ltd,108400.0,138586.0,1345,AU,AUD,2021-04-14,2021-05-30,cat3,subcat12
52,5461,"Moore, Cook and Wright",7300.0,11579.0,168,US,USD,2021-03-19,2021-05-17,cat5,subcat6
1651,5946,Ortega LLC,1700.0,12020.0,137,CH,CHF,2021-04-12,2021-09-07,cat4,
452,4508,"Silva, Walker and Martin",9800.0,13954.0,186,IT,EUR,2022-01-15,2022-01-20,cat4,
1808,5096,"Huynh, Gallegos and Mills",4300.0,6358.0,125,US,USD,2021-04-14,2021-10-08,cat4,
2288,5443,Anderson LLC,6200.0,1260.0,14,IT,EUR,2020-05-20,2021-06-23,cat4,
1855,2165,Garza-Bryant,800.0,14725.0,202,US,USD,2021-07-16,2021-11-19,cat4,
3035,2125,Mays LLC,6900.0,11174.0,103,US,USD,2020-03-14,2021-01-31,cat6,subcat16
2285,6141,Evans-Jones,38500.0,182036.0,1785,US,USD,2021-03-15,2021-09-22,cat2,subcat2
1203,5245,"Fischer, Torres and Walker",118000.0,28870.0,656,US,USD,2021-06-16,2021-08-03,cat7,subcat21
2852,2190,"Tapia, Kramer and Hicks",2000.0,10353.0,157,US,USD,2021-04-29,2021-08-15,cat4,
2160,2243,"Barnes, Wilcox and Riley",5600.0,13868.0,555,US,USD,2021-02-21,2022-01-02,cat5,subcat4
113,3336,Reyes PLC,8300.0,8317.0,297,US,USD,2020-09-13,2021-04-30,cat3,subcat8
2609,3305,"Pace, Simpson and Watkins",6900.0,10557.0,123,US,USD,2020-12-02,2021-03-22,cat6,subcat14
